name,logP,logD,Vd,PPB,MW,theory_score,ile_prob,category,ad_flag,rank
Aluminum subacetate,-0.91,0.492,-3.556,42.241,162.1,16.4,35.6,Low,ok,1754
Formaldehyde,-0.185,0.49,-1.182,27.146,30.0,16.3,35.6,Low,domain-edge (prediction unreliable),1755
Levomilnacipran,1.771,0.488,1.247,35.972,246.4,15.6,35.5,Low,ok,1756
Minocycline,0.187,0.485,5.637,70.984,457.5,11.3,35.4,Low,ok,1757
Hydroxocobalamin,-0.216,0.484,-17.837,43.875,1346.4,16.1,35.4,Low,domain-edge (prediction unreliable),1758
Olopatadine,3.59,0.478,-1.639,85.684,337.4,15.9,35.2,Low,ok,1759
Ketoprofen,3.106,0.48,-2.469,89.609,254.3,16.0,35.2,Low,ok,1760
Ferric maltol,0.063,0.472,-5.271,84.742,125.1,15.7,35.0,Low,ok,1761
Hexaminolevulinate,1.418,0.471,-0.448,47.601,215.3,15.7,35.0,Low,ok,1762
Nitrofural,0.19,0.474,-4.054,62.931,198.1,15.8,35.0,Low,ok,1763
Metoclopramide,2.002,0.472,13.998,33.431,299.8,9.4,35.0,Low,ok,1764
Tramadol,2.635,0.469,1.38,33.603,263.4,14.8,34.9,Low,ok,1765
Trandolapril,2.773,0.465,-2.993,86.479,430.5,15.5,34.8,Low,ok,1766
Iodide I-131,-2.996,0.466,2.636,30.437,130.9,12.9,34.8,Low,ok,1767
Chromic chloride,-8.99,0.467,8.429,50.462,35.5,9.8,34.8,Low,domain-edge (prediction unreliable),1768
Phenobarbital,0.7,0.466,-3.289,61.871,232.2,15.5,34.8,Low,ok,1769
Hydrochlorothiazide,-0.351,0.462,-0.613,70.365,297.7,15.4,34.7,Low,ok,1770
Benfotiamine,2.63,0.464,0.969,71.072,466.5,15.5,34.7,Low,ok,1771
Fluoride ion,-2.996,0.459,2.1,21.94,19.0,13.3,34.6,Low,domain-edge (prediction unreliable),1772
Fluoride ion F-18,-2.996,0.457,2.103,21.882,18.0,13.3,34.5,Low,domain-edge (prediction unreliable),1773
Triclofos,1.466,0.458,5.812,55.505,229.4,10.6,34.5,Low,ok,1774
Arbutamine,2.449,0.457,4.162,62.779,317.4,11.5,34.5,Low,ok,1775
Iodide,-2.996,0.456,2.641,30.166,126.9,12.6,34.5,Low,ok,1776
Aceclofenac,3.907,0.456,-1.678,96.734,354.2,15.2,34.5,Low,ok,1777
Torasemide,2.53,0.455,-1.004,93.286,348.4,15.2,34.4,Low,ok,1778
Clidinium,2.705,0.455,1.759,43.191,352.5,13.7,34.4,Low,ok,1779
Dinoprostone,3.251,0.454,-3.387,65.518,352.5,15.1,34.4,Low,ok,1780
Quinethazone,0.879,0.452,3.677,66.863,289.7,11.7,34.4,Low,ok,1781
Febuxostat,3.723,0.451,-1.227,97.445,316.4,15.0,34.3,Low,ok,1782
Dehydrocholic acid,4.073,0.452,-6.375,76.922,402.5,15.1,34.3,Low,ok,1783
Sultamicillin,-0.589,0.443,-2.55,73.341,594.7,14.8,34.1,Low,ok,1784
Iodide I-123,-2.996,0.446,2.647,29.896,122.9,12.3,34.1,Low,ok,1785
Salsalate,2.31,0.44,-2.552,93.55,258.2,14.7,34.0,Low,ok,1786
Sulfadimethoxine,0.877,0.441,-0.711,86.755,310.3,14.7,34.0,Low,ok,1787
Pipobroman,1.227,0.44,-2.369,23.351,356.1,14.7,34.0,Low,ok,1788
Levobunolol,2.333,0.442,2.988,52.262,291.4,11.9,34.0,Low,ok,1789
Clofarabine,-0.349,0.439,6.582,52.502,303.7,9.8,33.9,Low,ok,1790
Doxacurium,7.71,0.433,0.723,58.509,1035.2,14.4,33.8,Low,domain-edge (prediction unreliable),1791
Dimercaprol,0.207,0.427,1.598,27.749,124.2,13.1,33.6,Low,ok,1792
Methylphenidate,2.085,0.425,-2.224,44.951,233.3,14.2,33.5,Low,ok,1793
Fexofenadine,5.511,0.417,0.301,73.63,501.7,13.9,33.3,Low,ok,1794
Difelikefalin,0.833,0.411,-3.162,63.02,679.9,13.7,33.1,Low,domain-edge (prediction unreliable),1795
Aminoglutethimide,1.353,0.408,-0.721,48.036,232.3,13.6,33.0,Low,ok,1796
Clenbuterol,2.997,0.41,10.078,40.943,277.2,8.2,33.0,Low,ok,1797
Canrenoic acid,3.89,0.409,-4.649,78.722,358.5,13.6,33.0,Low,ok,1798
Dexmethylphenidate,2.085,0.41,-2.668,44.057,233.3,13.7,33.0,Low,ok,1799
Hydralazine,0.915,0.407,-0.425,42.922,160.2,13.6,33.0,Low,ok,1800
Tolbutamide,1.783,0.409,-1.911,90.219,270.4,13.6,33.0,Low,ok,1801
Nitrous oxide,-0.158,0.405,-3.538,26.502,44.0,13.5,32.9,Low,domain-edge (prediction unreliable),1802
Guanfacine,1.546,0.406,3.899,62.302,246.1,10.3,32.9,Low,ok,1803
Dihydrocodeine,1.725,0.406,1.375,34.924,301.4,12.8,32.9,Low,ok,1804
Taurocholic acid,2.368,0.402,1.432,65.762,515.7,12.6,32.8,Low,ok,1805
Hexocyclium,2.847,0.4,3.801,27.417,317.5,10.2,32.7,Low,ok,1806
Mexiletine,2.029,0.393,2.728,42.186,179.3,10.8,32.5,Low,ok,1807
Gepotidacin,1.087,0.388,2.173,62.752,448.5,11.2,32.4,Low,ok,1808
Venlafaxine,3.036,0.388,1.175,27.355,277.4,12.6,32.4,Low,ok,1809
Carboprost,3.433,0.388,-2.15,61.501,368.5,12.9,32.4,Low,ok,1810
Fenofibric acid,3.813,0.384,0.687,96.028,318.8,12.8,32.3,Low,ok,1811
Suprofen,3.167,0.387,-1.643,87.62,260.3,12.9,32.3,Low,ok,1812
p-Phenylenediamine,0.851,0.383,3.422,33.201,108.1,10.0,32.2,Low,ok,1813
Gliclazide,1.63,0.383,-3.337,93.616,323.4,12.8,32.2,Low,ok,1814
Tolrestat,3.559,0.384,-3.81,94.383,357.4,12.8,32.2,Low,ok,1815
Glycopyrronium,2.456,0.378,1.507,35.611,318.4,11.7,32.1,Low,ok,1816
Thalidomide,0.088,0.381,-6.265,56.38,258.2,12.7,32.1,Low,ok,1817
Pemoline,0.599,0.379,-4.825,54.612,176.2,12.6,32.1,Low,ok,1818
Brinzolamide,0.087,0.375,-0.595,59.347,383.5,12.5,32.0,Low,ok,1819
Acetyl sulfisoxazole,1.615,0.372,-1.68,82.665,309.3,12.4,31.9,Low,ok,1820
Ethosuximide,0.449,0.37,-3.051,32.716,141.2,12.3,31.8,Low,ok,1821
Indecainide,3.217,0.369,4.16,50.5,308.4,9.2,31.8,Low,ok,1822
Scopolamine,0.918,0.368,0.886,41.694,303.4,12.3,31.8,Low,ok,1823
Nicorandil,0.02,0.367,-3.77,38.147,211.2,12.2,31.7,Low,ok,1824
Water,-0.825,0.367,1.453,19.563,18.0,11.4,31.7,Low,domain-edge (prediction unreliable),1825
Nafarelin,-1.413,0.366,-1.351,70.191,1322.5,12.2,31.7,Low,domain-edge (prediction unreliable),1826
Ximelagatran,1.1,0.363,-0.273,62.802,473.6,12.1,31.6,Low,ok,1827
Iopydol,0.411,0.363,8.98,72.925,421.0,7.5,31.6,Low,ok,1828
Codeine,1.501,0.36,0.421,31.386,299.4,12.0,31.5,Low,ok,1829
Disopyramide,3.362,0.359,5.258,34.666,339.5,8.5,31.5,Low,ok,1830
Tranylcypromine,1.501,0.358,-1.015,37.331,133.2,11.9,31.5,Low,ok,1831
Fluconazole,0.736,0.354,1.069,33.531,306.3,11.7,31.4,Low,ok,1832
Milnacipran,1.771,0.352,1.214,32.419,246.4,11.3,31.3,Low,ok,1833
Gentian violet cation,4.46,0.35,9.151,50.215,372.5,7.2,31.2,Low,ok,1834
Granisetron,2.318,0.349,5.489,48.261,312.4,8.2,31.2,Low,ok,1835
Latanoprost acid,3.319,0.346,-1.08,71.923,390.5,11.5,31.1,Low,ok,1836
Galantamine,1.85,0.342,1.302,33.677,287.4,10.9,31.0,Low,ok,1837
Fomepizole,0.718,0.339,3.135,27.5,82.1,9.0,30.9,Low,domain-edge (prediction unreliable),1838
Droxicam,0.991,0.34,-5.826,84.517,357.3,11.3,30.9,Low,ok,1839
Calcium Phosphate,-6.792,0.337,-5.112,82.689,95.0,11.2,30.8,Low,domain-edge (prediction unreliable),1840
Caprylic acid,2.432,0.334,-2.042,64.512,144.2,11.1,30.8,Low,ok,1841
Silver sulfadiazine,1.45,0.336,2.227,87.103,249.3,9.6,30.8,Low,ok,1842
Pancuronium,6.111,0.335,6.896,41.979,572.9,7.4,30.8,Low,ok,1843
Famciclovir,0.541,0.328,-0.433,48.742,321.3,10.9,30.6,Low,ok,1844
Betaxolol,2.393,0.327,4.593,45.753,307.4,8.0,30.5,Low,ok,1845
Niraparib,2.591,0.325,2.606,62.456,320.4,9.0,30.5,Low,ok,1846
Meticrane,0.362,0.321,-2.739,65.985,275.4,10.7,30.4,Low,ok,1847
Chlorisondamine,4.467,0.322,17.76,30.036,358.1,6.4,30.4,Low,ok,1848
Prucalopride,2.088,0.319,12.08,43.253,367.9,6.4,30.3,Low,ok,1849
Pentapiperium,3.598,0.315,5.317,32.329,304.5,7.5,30.2,Low,ok,1850
Nifurtimox,0.641,0.317,-1.523,56.911,287.3,10.6,30.2,Low,ok,1851
Methocarbamol,0.53,0.311,-4.357,48.708,241.2,10.4,30.1,Low,ok,1852
Tienilic acid,3.749,0.313,-0.578,98.685,331.2,10.4,30.1,Low,ok,1853
Melphalan,1.925,0.313,-3.753,64.298,305.2,10.4,30.1,Low,ok,1854
Calcium chloride,-6.373,0.31,7.228,38.874,40.1,6.8,30.1,Low,domain-edge (prediction unreliable),1855
Delafloxacin,1.918,0.31,-1.784,86.052,440.8,10.3,30.0,Low,ok,1856
Formoterol,2.223,0.306,1.44,51.73,344.4,9.6,29.9,Low,ok,1857
Bepotastine,4.17,0.301,7.507,68.882,388.9,6.5,29.8,Low,ok,1858
Dipyrithione,1.753,0.302,4.793,45.291,252.3,7.3,29.8,Low,ok,1859
Goserelin,-3.106,0.299,3.325,58.818,1269.4,7.9,29.7,Low,domain-edge (prediction unreliable),1860
Chlortetracycline,0.439,0.293,4.668,69.468,478.9,7.2,29.6,Low,ok,1861
Sulfisoxazole,1.674,0.294,-0.445,84.397,267.3,9.8,29.6,Low,ok,1862
Dimethyl fumarate,-0.111,0.294,-2.809,54.996,144.1,9.8,29.6,Low,ok,1863
Chlorpropamide,1.738,0.292,0.602,87.866,276.7,9.7,29.5,Low,ok,1864
Pyrantel,2.495,0.292,0.005,33.765,206.3,9.7,29.5,Low,ok,1865
Azathioprine,1.146,0.287,-0.431,70.994,277.3,9.6,29.4,Low,ok,1866
Tocainide,1.589,0.284,-1.622,34.158,192.3,9.5,29.3,Low,ok,1867
Dicloxacillin,3.202,0.281,-0.661,92.513,470.3,9.4,29.2,Low,ok,1868
Amrinone,1.019,0.276,-0.445,46.407,187.2,9.2,29.1,Low,ok,1869
Ambrisentan,3.516,0.271,-1.514,92.107,378.4,9.0,28.9,Low,ok,1870
Padeliporfin,4.772,0.269,-2.233,94.84,733.8,9.0,28.9,Low,domain-edge (prediction unreliable),1871
Technetium Tc-99m disofenin,2.341,0.271,-2.382,94.315,350.4,9.0,28.9,Low,ok,1872
Benzthiazide,2.243,0.271,-3.102,91.609,431.9,9.0,28.9,Low,ok,1873
Cobamamide,-0.664,0.266,-16.468,45.717,1579.6,8.9,28.8,Low,domain-edge (prediction unreliable),1874
Thiotepa,0.158,0.266,-0.996,19.971,189.2,8.9,28.8,Low,ok,1875
Etacrynic acid,3.606,0.258,-0.726,95.702,303.1,8.6,28.6,Low,ok,1876
Glipizide,2.078,0.255,-3.113,91.368,445.5,8.5,28.5,Low,ok,1877
Terpin hydrate,0.874,0.253,2.27,18.247,172.3,7.2,28.4,Low,ok,1878
Ecamsule,4.24,0.244,-5.636,91.548,562.7,8.1,28.2,Low,ok,1879
Celiprolol,2.891,0.245,9.002,44.292,379.5,5.0,28.2,Low,ok,1880
Guaifenesin,0.427,0.246,0.072,47.818,198.2,8.2,28.2,Low,ok,1881
Solriamfetol,0.652,0.244,-4.317,40.173,194.2,8.1,28.1,Low,ok,1882
Demeclocycline,0.265,0.234,4.755,68.52,464.9,5.7,27.9,Low,ok,1883
Oxycodone,1.048,0.235,-1.193,36.824,315.4,7.8,27.9,Low,ok,1884
Ciprofibrate,3.59,0.224,-0.335,89.987,289.2,7.5,27.6,Low,ok,1885
Methylprednisolone hemisuccinate,2.219,0.221,-3.361,83.582,474.6,7.4,27.5,Low,ok,1886
Trovafloxacin,1.894,0.216,-2.62,85.118,416.4,7.2,27.4,Low,ok,1887
Gabapentin enacarbil,2.683,0.217,-4.012,66.535,329.4,7.2,27.4,Low,ok,1888
Silanol,-1.741,0.215,0.922,17.163,48.1,7.2,27.3,Low,domain-edge (prediction unreliable),1889
Pirenzepine,1.559,0.21,-0.681,43.097,351.4,7.0,27.2,Low,ok,1890
Octamoxin,1.809,0.204,6.199,26.264,144.3,4.6,27.0,Low,ok,1891
Indenolol,1.994,0.204,3.458,46.595,247.3,5.3,27.0,Low,ok,1892
Picric acid,1.117,0.2,-0.269,68.18,229.1,6.7,26.9,Low,ok,1893
Lipoic acid,2.785,0.197,-0.603,70.92,206.3,6.6,26.9,Low,ok,1894
Fosdenopterin,-2.52,0.193,-0.068,59.492,363.2,6.4,26.7,Low,ok,1895
Mycophenolic acid,2.733,0.18,-1.971,91.456,320.3,6.0,26.4,Low,ok,1896
Arformoterol,2.223,0.176,-0.028,47.837,344.4,5.9,26.3,Low,ok,1897
Menadiol diphosphate,2.091,0.174,-0.812,75.809,334.2,5.8,26.2,Low,ok,1898
Besifloxacin,3.145,0.169,0.283,82.483,393.8,5.6,26.1,Low,ok,1899
Oxyphenonium,3.484,0.165,16.376,19.249,348.5,3.3,26.0,Low,ok,1900
Gimeracil,0.734,0.164,0.953,46.404,145.5,5.5,26.0,Low,ok,1901
Amisometradine,-0.295,0.158,-3.93,31.118,195.2,5.3,25.8,Low,ok,1902
Oxprenolol,1.989,0.157,1.274,44.341,265.4,5.0,25.8,Low,ok,1903
Nitrofurantoin,0.073,0.154,-4.445,71.531,238.2,5.1,25.7,Low,ok,1904
Sulfathiazole,1.526,0.153,0.728,83.757,255.3,5.1,25.7,Low,ok,1905
Ifosfamide,1.884,0.149,0.112,22.307,261.1,5.0,25.6,Low,ok,1906
Depreotide,-1.355,0.144,1.703,63.118,1357.7,4.4,25.4,Low,domain-edge (prediction unreliable),1907
Alogliptin,0.394,0.136,-4.477,42.786,339.4,4.5,25.2,Low,ok,1908
Bumetanide,3.037,0.137,-1.341,95.484,364.4,4.6,25.2,Low,ok,1909
Zolmitriptan,1.923,0.137,4.831,43.242,287.4,3.3,25.2,Low,ok,1910
Dinoprost,3.043,0.132,-2.385,57.866,354.5,4.4,25.1,Low,ok,1911
Somatostatin,-4.914,0.131,-8.227,80.213,1637.9,4.4,25.1,Low,domain-edge (prediction unreliable),1912
Ammonia N-13,0.162,0.128,2.075,11.315,16.0,3.7,25.0,Low,domain-edge (prediction unreliable),1913
Vildagliptin,1.174,0.125,-1.84,24.115,303.4,4.2,24.9,Low,ok,1914
Potassium,-0.649,0.123,2.445,14.976,40.1,3.5,24.9,Low,domain-edge (prediction unreliable),1915
Clorazepic acid,2.583,0.12,-2.655,96.207,314.7,4.0,24.8,Low,ok,1916
Trospium,3.77,0.115,2.202,45.441,392.5,3.3,24.7,Low,ok,1917
Pomalidomide,-0.33,0.111,-3.863,57.878,273.2,3.7,24.6,Low,ok,1918
Pindolol,1.906,0.111,12.72,50.778,248.3,2.2,24.6,Low,ok,1919
Diroximel fumarate,-0.592,0.111,-5.449,56.458,255.2,3.7,24.6,Low,ok,1920
Acoramidis,2.875,0.109,-0.878,86.822,292.3,3.6,24.5,Low,ok,1921
Cladribine,-0.297,0.106,7.032,47.42,285.7,2.3,24.4,Low,ok,1922
Tedizolid phosphate,1.513,0.105,0.814,76.616,450.3,3.5,24.4,Low,ok,1923
Edotreotide gallium Ga-68,-7.852,0.104,-4.448,84.072,1418.6,3.5,24.4,Low,domain-edge (prediction unreliable),1924
Magnesium salicylate,-0.869,0.099,-1.975,96.222,137.1,3.3,24.3,Low,ok,1925
Safrazine,1.2,0.1,3.14,41.519,208.3,2.7,24.3,Low,ok,1926
Busulfan,-0.281,0.1,-3.895,29.076,246.3,3.3,24.3,Low,ok,1927
Aminometradine,-0.202,0.095,-3.327,26.163,195.2,3.2,24.1,Low,ok,1928
Tetrofosmin,4.096,0.092,14.782,-5.418,382.5,1.8,24.1,Low,ok,1929
Memantine,2.694,0.086,1.774,25.045,179.3,2.6,23.9,Low,ok,1930
Phentermine,1.966,0.083,-1.49,25.287,149.2,2.8,23.9,Low,ok,1931
Famotidine,-0.768,0.085,0.752,44.166,337.5,2.8,23.9,Low,ok,1932
Mephentermine,2.227,0.085,0.477,24.753,163.3,2.8,23.9,Low,ok,1933
Calcium glycerophosphate,-3.196,0.076,1.481,51.656,170.1,2.4,23.7,Low,ok,1934
Adenine,-0.065,0.064,-0.453,38.447,135.1,2.1,23.4,Low,ok,1935
Caroxazone,0.486,0.065,-4.47,49.696,206.2,2.2,23.4,Low,ok,1936
Tinidazole,0.534,0.063,-3.833,36.082,247.3,2.1,23.4,Low,ok,1937
Desvenlafaxine,2.733,0.064,2.137,20.576,263.4,1.8,23.4,Low,ok,1938
Calcium carbimide,-0.082,0.066,-1.832,50.992,40.0,2.2,23.4,Low,domain-edge (prediction unreliable),1939
Hydromorphone,1.63,0.065,-0.546,44.378,285.3,2.2,23.4,Low,ok,1940
Propylhexedrine,2.565,0.057,4.097,26.525,155.3,1.4,23.2,Low,ok,1941
Bezafibrate,3.555,0.056,-0.595,92.909,361.8,1.9,23.2,Low,ok,1942
Bacitracin,-1.678,0.055,-8.233,71.848,1422.7,1.8,23.1,Low,domain-edge (prediction unreliable),1943
Ferric glycerophosphate,-4.855,0.054,-0.539,53.504,198.1,1.8,23.1,Low,ok,1944
Isosorbide mononitrate,-1.278,0.052,-0.902,30.558,191.1,1.7,23.1,Low,ok,1945
Cyclophosphamide,1.884,0.05,0.022,20.678,261.1,1.7,23.0,Low,ok,1946
Chlormerodrin Hg-197,-3.361,0.045,2.37,29.11,328.1,1.3,22.9,Low,ok,1947
Spirapril,2.391,0.044,-2.121,89.369,466.6,1.5,22.9,Low,ok,1948
Zinc chloride,-5.994,0.044,6.964,35.086,35.5,1.0,22.9,Low,domain-edge (prediction unreliable),1949
Pholcodine,1.203,0.047,5.984,25.373,398.5,1.1,22.9,Low,ok,1950
Topotecan,1.847,0.041,1.112,54.056,421.5,1.4,22.8,Low,ok,1951
Ramipril,2.383,0.039,-2.579,80.803,416.5,1.3,22.8,Low,ok,1952
Flumequine,2.346,0.038,-0.967,83.945,261.3,1.3,22.7,Low,ok,1953
Pentoxifylline,0.193,0.038,-2.177,25.166,278.3,1.3,22.7,Low,ok,1954
Bronopol,-0.661,0.035,-0.646,26.329,200.0,1.2,22.6,Low,ok,1955
Phenylbutyric acid,2.094,0.03,-2.819,70.159,164.2,1.0,22.5,Low,ok,1956
Eravacycline,0.294,0.029,4.497,61.543,558.6,0.7,22.5,Low,ok,1957
Theophylline,-1.04,0.028,-1.962,31.129,180.2,0.9,22.5,Low,ok,1958
Glymidine,1.303,0.027,0.428,83.13,309.3,0.9,22.5,Low,ok,1959
Propyl alcohol,0.389,0.024,2.878,15.826,60.1,0.6,22.4,Low,domain-edge (prediction unreliable),1960
Tolmetin,2.192,0.025,-2.522,87.961,257.3,0.8,22.4,Low,ok,1961
Fenproporex,2.121,0.026,-0.77,33.363,188.3,0.9,22.4,Low,ok,1962
Phenmetrazine,1.736,0.019,0.506,28.993,177.2,0.6,22.3,Low,ok,1963
Viloxazine,1.452,0.022,0.699,39.905,237.3,0.7,22.3,Low,ok,1964
Almotriptan,2.198,0.022,4.13,35.401,335.5,0.5,22.3,Low,ok,1965
Tridihexethyl,4.721,0.019,25.585,10.672,318.5,0.4,22.3,Low,ok,1966
Cloxacillin,2.549,0.018,-1.358,90.069,435.9,0.6,22.2,Low,ok,1967
Flucloxacillin,2.688,0.018,-1.57,87.843,453.9,0.6,22.2,Low,ok,1968
Terizidone,-0.616,0.014,-3.013,67.534,302.3,0.5,22.2,Low,ok,1969
Samidorphan,1.253,0.011,1.133,35.427,370.4,0.3,22.1,Low,ok,1970
Pentetrazol,0.399,0.012,-4.32,30.492,138.2,0.4,22.1,Low,ok,1971
Quinapril,2.567,0.014,-3.394,88.108,438.5,0.5,22.1,Low,ok,1972
Phenoxypropazine,0.917,0.005,1.177,32.965,166.2,0.2,21.9,Low,ok,1973
Rosuvastatin,2.402,0.002,-3.566,82.272,481.5,0.1,21.9,Low,ok,1974
Alatrofloxacin,0.904,0.0,-2.94,73.612,558.5,0.0,21.8,Low,ok,1975
Rizatriptan,1.912,-0.004,6.871,35.052,269.4,0.0,21.7,Low,ok,1976
Lesinurad,4.237,-0.003,-2.915,93.339,404.3,0.0,21.7,Low,ok,1977
Nafcillin,2.484,-0.01,-2.201,88.597,414.5,0.0,21.6,Low,ok,1978
Dexamethasone metasulfobenzoate,3.007,-0.01,0.214,94.961,576.6,0.0,21.6,Low,ok,1979
Lomifylline,0.193,-0.014,-1.588,27.055,278.3,0.0,21.5,Low,ok,1980
Iocetamic acid,3.156,-0.018,5.958,87.191,614.0,0.0,21.4,Low,domain-edge (prediction unreliable),1981
Flavin adenine dinucleotide,-2.424,-0.017,0.2,73.858,785.6,0.0,21.4,Low,domain-edge (prediction unreliable),1982
Diethylcarbamazine,0.696,-0.016,0.557,4.602,199.3,0.0,21.4,Low,ok,1983
Candicidin,3.612,-0.024,-3.854,73.357,1109.3,0.0,21.3,Low,domain-edge (prediction unreliable),1984
Cangrelor,2.851,-0.024,2.29,84.805,776.4,0.0,21.3,Low,domain-edge (prediction unreliable),1985
Acrivastine,4.015,-0.023,-1.861,84.553,348.4,0.0,21.3,Low,ok,1986
Benazepril,2.573,-0.025,-3.425,92.0,424.5,0.0,21.2,Low,ok,1987
Valsartan,4.162,-0.028,-3.561,98.229,435.5,0.0,21.2,Low,ok,1988
Rezafungin,3.739,-0.03,1.269,71.319,1226.4,0.0,21.1,Low,domain-edge (prediction unreliable),1989
Dorzolamide,0.612,-0.03,1.211,61.824,324.4,0.0,21.1,Low,ok,1990
Etafedrine,2.06,-0.029,4.699,14.339,193.3,0.0,21.1,Low,ok,1991
Cevimeline,1.56,-0.037,1.929,15.254,199.3,0.0,20.9,Low,ok,1992
Propylthiouracil,1.385,-0.039,-3.697,50.298,170.2,0.0,20.9,Low,ok,1993
Technetium Tc-99m mebrofenin,1.782,-0.044,-2.924,96.302,387.2,0.0,20.8,Low,ok,1994
Dextroamphetamine,1.576,-0.046,-1.372,27.415,135.2,0.0,20.7,Low,ok,1995
Sulfamethoxazole,1.366,-0.056,0.296,81.345,253.3,0.0,20.5,Low,ok,1996
Carboplatin,0.493,-0.058,-4.169,66.958,371.3,0.0,20.5,Low,ok,1997
Pravastatin,2.44,-0.059,-1.696,64.026,424.5,0.0,20.5,Low,ok,1998
Silver nitrate,-0.242,-0.058,1.763,52.704,62.0,0.0,20.5,Low,domain-edge (prediction unreliable),1999
Temafloxacin,2.904,-0.058,-0.704,78.072,417.4,0.0,20.5,Low,ok,2000
Hyoscyamine,1.931,-0.063,0.57,37.259,289.4,0.0,20.4,Low,ok,2001
Methimazole,1.083,-0.066,-0.495,22.586,114.2,0.0,20.3,Low,ok,2002
Urethane,0.102,-0.068,-2.39,15.933,89.1,0.0,20.3,Low,domain-edge (prediction unreliable),2003
Dalfampridine,0.664,-0.065,1.654,18.963,94.1,0.0,20.3,Low,domain-edge (prediction unreliable),2004
Sodium sulfide,-5.994,-0.066,7.509,39.556,23.0,0.0,20.3,Low,domain-edge (prediction unreliable),2005
Benzoylpas,2.343,-0.066,-1.461,88.093,257.2,0.0,20.3,Low,ok,2006
Esmolol,1.53,-0.071,0.29,46.929,295.4,0.0,20.2,Low,ok,2007
Proguanil,2.209,-0.072,4.815,57.08,253.7,0.0,20.2,Low,ok,2008
Pheniprazine,1.081,-0.071,0.051,23.716,150.2,0.0,20.2,Low,ok,2009
Bendazac,2.548,-0.074,-4.06,95.318,282.3,0.0,20.1,Low,ok,2010
Deferiprone,0.399,-0.074,-2.407,32.272,139.2,0.0,20.1,Low,ok,2011
Sulfamethazine,1.476,-0.077,1.364,78.438,278.3,0.0,20.0,Low,ok,2012
Arbutin,-1.429,-0.081,3.046,41.552,272.3,0.0,20.0,Low,ok,2013
Loxoprofen,2.786,-0.084,-5.569,66.674,246.3,0.0,19.9,Low,ok,2014
Copanlisib,0.662,-0.089,4.548,58.171,480.5,0.0,19.8,Low,ok,2015
Ferric pyrophosphate,-10.029,-0.092,-24.929,121.819,173.9,0.0,19.7,Low,ok,2016
Sumatriptan,1.321,-0.098,4.44,37.617,295.4,0.0,19.6,Low,ok,2017
OCTODRINE,2.16,-0.095,6.065,23.062,129.2,0.0,19.6,Low,ok,2018
Pyrithione,0.609,-0.096,0.65,19.939,127.2,0.0,19.6,Low,ok,2019
Mebanazine,1.211,-0.1,-0.462,22.424,136.2,0.0,19.5,Low,ok,2020
Lithium cation,-2.996,-0.101,4.593,15.806,6.9,0.0,19.5,Low,domain-edge (prediction unreliable),2021
Ketorolac,2.291,-0.104,-2.575,86.035,255.3,0.0,19.4,Low,ok,2022
Riboflavin,-1.724,-0.105,-0.868,71.524,376.4,0.0,19.4,Low,ok,2023
Fostemsavir,1.168,-0.105,1.071,64.772,583.5,0.0,19.4,Low,ok,2024
alpha-Arbutin,-1.429,-0.108,3.513,42.504,272.3,0.0,19.4,Low,ok,2025
Doxycycline,-0.348,-0.104,1.641,59.036,444.4,0.0,19.4,Low,ok,2026
Lypressin,-4.329,-0.112,-5.171,56.153,1056.2,0.0,19.3,Low,domain-edge (prediction unreliable),2027
Proxibarbal,-0.314,-0.113,-2.212,31.291,226.2,0.0,19.3,Low,ok,2028
Roxadustat,2.856,-0.115,-4.395,98.285,352.3,0.0,19.2,Low,ok,2029
Levmetamfetamine,1.837,-0.117,0.455,25.537,149.2,0.0,19.2,Low,ok,2030
Guanabenz,1.81,-0.117,4.232,55.529,231.1,0.0,19.2,Low,ok,2031
Probenecid,2.196,-0.122,-3.524,75.715,285.4,0.0,19.1,Low,ok,2032
Piretanide,2.425,-0.12,-3.158,91.726,362.4,0.0,19.1,Low,ok,2033
Indoprofen,3.035,-0.119,-5.46,77.285,281.3,0.0,19.1,Low,ok,2034
Chlorhexidine,4.175,-0.123,3.705,63.764,505.5,0.0,19.0,Low,ok,2035
Sulfanilamide,-0.084,-0.127,-0.607,40.052,172.2,0.0,19.0,Low,ok,2036
Atropine,1.931,-0.125,0.765,36.08,289.4,0.0,19.0,Low,ok,2037
Pilocarpine,1.162,-0.129,-0.814,21.188,208.3,0.0,18.9,Low,ok,2038
Hydrocortisone succinate,2.197,-0.128,-4.803,77.553,462.5,0.0,18.9,Low,ok,2039
Tolazamide,1.774,-0.13,-2.185,84.172,311.4,0.0,18.9,Low,ok,2040
Oxymorphone,0.745,-0.138,-0.597,38.765,301.3,0.0,18.7,Low,ok,2041
Moxonidine,0.818,-0.14,-1.576,35.848,241.7,0.0,18.7,Low,ok,2042
Technetium Tc-99m sestamibi,7.982,-0.138,9.402,-6.374,113.2,0.0,18.7,Low,ok,2043
Triflusal,2.329,-0.141,-1.065,83.381,248.2,0.0,18.7,Low,ok,2044
Paramethadione,0.764,-0.145,-2.598,33.566,157.2,0.0,18.6,Low,ok,2045
Sulfoxone,1.702,-0.143,2.776,80.298,404.5,0.0,18.6,Low,ok,2046
Esculin,-1.323,-0.15,4.672,62.389,340.3,0.0,18.5,Low,ok,2047
